VERSIE,DATUM_BESTAND,PEILDATUM,DIAGNOSE_CD,SPECIALISME_CD,DIAGNOSE_OMSCHRIJVING
1.0,2017-04-18,2017-04-01,1011,0330,Vestibulaire aandoeningen (w.o. BPPD)
1.0,2017-04-18,2017-04-01,935,0313,Bekkenbodemproblematiek
1.0,2017-04-18,2017-04-01,1370,0328,Diafragmaplicatie
1.0,2017-04-18,2017-04-01,187,0362,Aorta-iliacaal
1.0,2017-04-18,2017-04-01,395,0304,"Vinger hypoplasie falanx transplantatie, falanx dystractie osteotomie"
1.0,2017-04-18,2017-04-01,17,0390,Niet gespecificeerde aandoeningen (syndromen)
1.0,2017-04-18,2017-04-01,1204,0316,L.G.A. > P 97.7 (vlgs Kloosterman)
1.0,2017-04-18,2017-04-01,2625,0328,Truncus correctie
1.0,2017-04-18,2017-04-01,131,0303,Bursitis olecrani
1.0,2017-04-18,2017-04-01,015,0304,"Verwonding waarvoor microvasculaire vrije lap transplantatie, multipele axiale lappen, uitgebreid composit gelaatstrauma"
1.0,2017-04-18,2017-04-01,025,0304,Herstel defect met microvasculaire vrije huid / spier / bot-lap
1.0,2017-04-18,2017-04-01,305,0303,Benigne neoplasma overige speekselklieren
1.0,2017-04-18,2017-04-01,419,0313,Overige intestinale infecties nno
1.0,2017-04-18,2017-04-01,241,0362,Vena brachiocephalica
1.0,2017-04-18,2017-04-01,822,0320,Peri-operatieve zorg
1.0,2017-04-18,2017-04-01,9950,0316,Palliatieve zorg
1.0,2017-04-18,2017-04-01,1567,0305,Overige enthesopathie elleboog/onderarm
1.0,2017-04-18,2017-04-01,2204,0316,nierfunctiestoornis
1.0,2017-04-18,2017-04-01,3514,0316,Neurocutane syndromen (oa. NF)
1.0,2017-04-18,2017-04-01,0804,0330,Nervus peroneus
1.0,2017-04-18,2017-04-01,165,0362,Pancreaticoduodenaal arteriën
1.0,2017-04-18,2017-04-01,129,0313,Aneurysma en overige arteriële vaataandoeningen
1.0,2017-04-18,2017-04-01,017,0313,Analyse oedeem zonder diagnose
1.0,2017-04-18,2017-04-01,343,0313,begeleiding niertransplantatie donor
1.0,2017-04-18,2017-04-01,1310,0328,Wigexcisie
1.0,2017-04-18,2017-04-01,154,0304,Rhinophyma shaving of laser
1.0,2017-04-18,2017-04-01,3010,0305,Olecranon
1.0,2017-04-18,2017-04-01,013,0306,Niertrauma
1.0,2017-04-18,2017-04-01,7106,0316,Gynecomastie
1.0,2017-04-18,2017-04-01,4801,0308,donor diversen: uitnemen van weefsel ten behoeve van transplantatie
1.0,2017-04-18,2017-04-01,414,0304,Uitgebreide analyse chronische polsklachten
1.0,2017-04-18,2017-04-01,346,0304,"Herstel buig- / strekpeesletsel pols, onderarm, 1-3 pezen"
1.0,2017-04-18,2017-04-01,860,0303,(Pseudo)hermafroditisme
1.0,2017-04-18,2017-04-01,452,0304,Osteotomie radius / ulna
1.0,2017-04-18,2017-04-01,283,0362,Diepe onderbeenvenen
1.0,2017-04-18,2017-04-01,0543,0330,Cervicale myelopathie
1.0,2017-04-18,2017-04-01,M14,0307,Maligniteit endometrium
1.0,2017-04-18,2017-04-01,15,0320,follow up na  PTCA en/of CABG
1.0,2017-04-18,2017-04-01,404,0320,Impuls- en geleidingsstoornissen
1.0,2017-04-18,2017-04-01,66,0306,Vasectomieverzoek
1.0,2017-04-18,2017-04-01,074,0389,(Chronisch) Degeneratieve lage rugklacht
1.0,2017-04-18,2017-04-01,8919,0316,Atopisch syndroom
1.0,2017-04-18,2017-04-01,9904,0322,Rookverslaving
1.0,2017-04-18,2017-04-01,0314,0327,Contusio cerebri
1.0,2017-04-18,2017-04-01,163,0304,Oorreconstructie bij agenesie per fase
1.0,2017-04-18,2017-04-01,269,0303,Overige rupturen
1.0,2017-04-18,2017-04-01,1620,0305,Ganglion pols
1.0,2017-04-18,2017-04-01,63,0302,Maligne orofarynx tumor stadium III en IV
1.0,2017-04-18,2017-04-01,231,0304,"Abdominoplastiek, incl navel reinsertie en reven fascia abdominalis"
1.0,2017-04-18,2017-04-01,251,0304,Resectie mannelijk geslachtsorgaan (scrotum en/of penis)
1.0,2017-04-18,2017-04-01,0809,0330,Overige plexus / perifere zenuwaand.
1.0,2017-04-18,2017-04-01,57,0306,circumcisieverzoek
1.0,2017-04-18,2017-04-01,062,0389,Neurogeen thoracaal
1.0,2017-04-18,2017-04-01,354,0303,Ganglioneuroom
1.0,2017-04-18,2017-04-01,2399,0316,overige congenitale afwijkingen
1.0,2017-04-18,2017-04-01,021,0313,Analyse klacht nno zonder diagnose
1.0,2017-04-18,2017-04-01,341,0313,niertransplantatie
1.0,2017-04-18,2017-04-01,624,0313,Maligniteit pleura
1.0,2017-04-18,2017-04-01,7612,0316,Slaapstoornissen
1.0,2017-04-18,2017-04-01,1350,0328,Operatieve behandeling longempyeem
1.0,2017-04-18,2017-04-01,14,0329,"Stoornissen in de impulsbeheersing, niet elders geclassificeerd"
1.0,2017-04-18,2017-04-01,195,0362,Onderbeen en voetarteriën
1.0,2017-04-18,2017-04-01,031,0313,Pre-operatieve beoordeling
1.0,2017-04-18,2017-04-01,062,0313,ERCP op verzoek derden
1.0,2017-04-18,2017-04-01,3018,0305,Acetabulum
1.0,2017-04-18,2017-04-01,754,0301,NPDRP
1.0,2017-04-18,2017-04-01,304,0389,Voedings-/centrale ven. catheter niet gerelateerd a/e operatie
1.0,2017-04-18,2017-04-01,67,0320,veneuze vaatafwijkingen (thrombose / thromboembolie / longembolie)
1.0,2017-04-18,2017-04-01,419,0303,"P.A.O.D. 3, rustpijn"
1.0,2017-04-18,2017-04-01,000,0307,Traject
1.0,2017-04-18,2017-04-01,902,0318,Diabetes mellitus
1.0,2017-04-18,2017-04-01,37,0302,Chronische sinusitis
1.0,2017-04-18,2017-04-01,17,0310,Premaligne dermatosen
1.0,2017-04-18,2017-04-01,5102,0316,Congenitale heupdysplasie
1.0,2017-04-18,2017-04-01,M15,0307,Maligniteit myometrium
1.0,2017-04-18,2017-04-01,211,0335,Nieuwvormingen
1.0,2017-04-18,2017-04-01,241,0335,Psychische stoornissen
1.0,2017-04-18,2017-04-01,6004,0316,Hemofilie
1.0,2017-04-18,2017-04-01,V60,0307,Complicaties na partus uit eerste lijn met nazorg en nacontrole
1.0,2017-04-18,2017-04-01,1897,0305,Aangeboren afwijking knie
1.0,2017-04-18,2017-04-01,2070,0305,Rheumatische voet
1.0,2017-04-18,2017-04-01,34,0320,"hartritmestoornissen, V"
1.0,2017-04-18,2017-04-01,1703,0305,Loslating/infectie/malpositie prothese bekken/heup/bovenbeen
1.0,2017-04-18,2017-04-01,0211,0327,Amputatie door of boven de elleboog
1.0,2017-04-18,2017-04-01,441,0303,Uitsluiten chronische veneuze ziekte
1.0,2017-04-18,2017-04-01,125,0303,Pylorus hypertrofie
1.0,2017-04-18,2017-04-01,1199,0316,overige perinatale problematiek
1.0,2017-04-18,2017-04-01,018,0306,Hydronefrose overig
1.0,2017-04-18,2017-04-01,033,0306,A-(hypo-)contractiele blaas
1.0,2017-04-18,2017-04-01,1135,0308,"Extra-axiale tumoren van schedelbasis, infratentorieel of orbita, behandeling dmv craniotomie"
1.0,2017-04-18,2017-04-01,762,0313,RAEB
1.0,2017-04-18,2017-04-01,103,0313,Pericarditis
1.0,2017-04-18,2017-04-01,182,0304,"Reconstructie schedeldak en / of orbita, enkel- of dubbelzijdig dmv bottranspositie"
1.0,2017-04-18,2017-04-01,754,0318,pancreasinsufficiëntie
1.0,2017-04-18,2017-04-01,G17,0307,Endometriose
1.0,2017-04-18,2017-04-01,1051,0305,Osteogenesis imperfecta
1.0,2017-04-18,2017-04-01,1065,0305,Osteopetrosen
1.0,2017-04-18,2017-04-01,1203,0305,Cervicobrachialgie
1.0,2017-04-18,2017-04-01,839,0313,Overige maligniteiten tractus uro/genitalis
1.0,2017-04-18,2017-04-01,2680,0328,AVR + Ao. ascendens
1.0,2017-04-18,2017-04-01,301,0362,Traanwegen
1.0,2017-04-18,2017-04-01,101,0320,Geen aanwijzingen voor cardiale afwijkingen
1.0,2017-04-18,2017-04-01,7605,0316,Encopresis
1.0,2017-04-18,2017-04-01,D42,0327,Spina bifida klasse 2
1.0,2017-04-18,2017-04-01,Z28,0307,Begeleiding graviditeit in verband met overige foetale indicatie
1.0,2017-04-18,2017-04-01,60,0306,Testistumor
1.0,2017-04-18,2017-04-01,1899,0305,N.n.o. knie
1.0,2017-04-18,2017-04-01,B16,0307,"Begeleiding partus in verband met congenitale afwijkingen bij het kind, inclusief complicaties, nazorg en nacontrole"
1.0,2017-04-18,2017-04-01,1967,0305,Enthesopathie onderbeen
1.0,2017-04-18,2017-04-01,363,0303,Maligne neoplasma skelet (exclusief metastase)
1.0,2017-04-18,2017-04-01,702,0324,Artropathie bij endocriene ziekte
1.0,2017-04-18,2017-04-01,084,0306,Lymfnodi blaastumor
1.0,2017-04-18,2017-04-01,117,0324,Polyartritis - niet geclassificeerd
1.0,2017-04-18,2017-04-01,H2,0326,ABPA
1.0,2017-04-18,2017-04-01,601,0324,Osteoporose - primair
1.0,2017-04-18,2017-04-01,7905,0316,Partiële levertransplantatietraject ontvanger
1.0,2017-04-18,2017-04-01,054,0304,Dermolipectomie bovenarm enkel of dubbelzijdig
1.0,2017-04-18,2017-04-01,9902,0316,Basiszorg pasgeborene/kind
1.0,2017-04-18,2017-04-01,104,0313,Myocarditis
1.0,2017-04-18,2017-04-01,2815,0308,Transorale operaties van de craniocervicale overgang
1.0,2017-04-18,2017-04-01,407,0301,Pterygium
1.0,2017-04-18,2017-04-01,178,0303,Pulmonale hypertensie
1.0,2017-04-18,2017-04-01,344,0303,Familiaire Adenomateuze Polyposis (FAP)
1.0,2017-04-18,2017-04-01,356,0303,Glomustumor
1.0,2017-04-18,2017-04-01,281,0303,Open wond multipel of uitgebreid
1.0,2017-04-18,2017-04-01,603,0301,Endophthalmitis
1.0,2017-04-18,2017-04-01,159,0303,"Klachten bewegingsapparaat n.n.o. (surmenage, PHS etc.)"
1.0,2017-04-18,2017-04-01,7114,0316,Diabetes mellitus overig
1.0,2017-04-18,2017-04-01,211,0362,Vena jugularis interna
1.0,2017-04-18,2017-04-01,705,0318,Hepatitis B of C met antivirale therapie
1.0,2017-04-18,2017-04-01,319,0303,Maligne neoplasma oesofagus/cardia
1.0,2017-04-18,2017-04-01,1410,0308,Intradurale infecties: totale operatieve behandeling
1.0,2017-04-18,2017-04-01,004,0313,"Analyse anorexie, vermagering zonder diagnose"
1.0,2017-04-18,2017-04-01,353,0362,Tussenwervelschijven
1.0,2017-04-18,2017-04-01,602,0324,Osteoporose - secundair
1.0,2017-04-18,2017-04-01,D32,0327,Perifeer zenuwletsel
1.0,2017-04-18,2017-04-01,7922,0316,Begeleiding hartlongtransplantatie
1.0,2017-04-18,2017-04-01,040,0306,Prostaatcarcinoom
1.0,2017-04-18,2017-04-01,6123,0316,Histiocytose
1.0,2017-04-18,2017-04-01,108,0306,Congenitale vulva pathologie
1.0,2017-04-18,2017-04-01,31,0306,Blaassteen/corpus alienum
1.0,2017-04-18,2017-04-01,0214,0327,Amputatie bovenste extremiteit niet gespecificeerd
1.0,2017-04-18,2017-04-01,405,0324,Polyartrose
1.0,2017-04-18,2017-04-01,165,0304,Oor(re)constructie per fase (bv. bij agenesie)
1.0,2017-04-18,2017-04-01,10,0302,Pathologie oogleden
1.0,2017-04-18,2017-04-01,254,0303,"Artrose n.n.o. (schouder, knie, enkel)"
1.0,2017-04-18,2017-04-01,803,0303,Lymfatische malformatie
1.0,2017-04-18,2017-04-01,1803,0316,chronische longziekte (BPD/CLD)
1.0,2017-04-18,2017-04-01,012,0389,Spanningshoofdpijn
1.0,2017-04-18,2017-04-01,0822,0330,Nervus V
1.0,2017-04-18,2017-04-01,311,0335,Aandoeningen van huid en subcutis
1.0,2017-04-18,2017-04-01,366,0303,Volvulus darm
1.0,2017-04-18,2017-04-01,180,0389,Herpes zoster acuta
1.0,2017-04-18,2017-04-01,609,0301,Overige pathologie CV
1.0,2017-04-18,2017-04-01,313,0389,Coördinatie intensive care
1.0,2017-04-18,2017-04-01,101,0313,"Symptomatische ischemische hartziekte, niet code 102"
1.0,2017-04-18,2017-04-01,7111,0316,Pubertas tarda
1.0,2017-04-18,2017-04-01,1504,0316,polycythemie / hyperviscositeit
1.0,2017-04-18,2017-04-01,420,0304,Fractuur / luxatie carpalia conservatief
1.0,2017-04-18,2017-04-01,21,0302,Maligne tumoren oor
1.0,2017-04-18,2017-04-01,899,0313,Maligniteit nno
1.0,2017-04-18,2017-04-01,504,0304,"Littekencorrectie niet in FG, waarvoor transpositie of transplantatie 1-3%, of littekencorrectie w.o. in FG <1%, dogear correcties"
1.0,2017-04-18,2017-04-01,303,0362,Schildklier
1.0,2017-04-18,2017-04-01,2312,0316,"hart- en bloedvaten, ernstig"
1.0,2017-04-18,2017-04-01,65,0302,Maligne hypofarynxtumor stadium III en IV
1.0,2017-04-18,2017-04-01,110,0361,Haematologische maligniteiten
1.0,2017-04-18,2017-04-01,51,0306,phimosis/phrenulum/circumcisieverzoek
1.0,2017-04-18,2017-04-01,939,0313,Overige darmaandoeningen
1.0,2017-04-18,2017-04-01,123,0303,Hernia umbilicalis / epigastrica
1.0,2017-04-18,2017-04-01,344,0313,niertransplantatie <= 365 dagen
1.0,2017-04-18,2017-04-01,3015,0305,Metacarpalia
1.0,2017-04-18,2017-04-01,14,0390,Huid en subcutaan weefsel
1.0,2017-04-18,2017-04-01,3203,0305,Elleboog
1.0,2017-04-18,2017-04-01,1101,0316,sectio
1.0,2017-04-18,2017-04-01,011,0306,Niersteen
1.0,2017-04-18,2017-04-01,013,0304,"Verwonding niet in FG waarvoor transpositie of transplantatie >3%, of verwonding in FG waarvoor behandeling 1-3%, necrotectomie / wondtoilet onder narcose"
1.0,2017-04-18,2017-04-01,4110,0305,ATLS-opvang trauma ISS <16
1.0,2017-04-18,2017-04-01,31,0302,Allergie / hyperreactiviteit
1.0,2017-04-18,2017-04-01,481,0313,Malaria
1.0,2017-04-18,2017-04-01,2525,0328,Maze procedure
1.0,2017-04-18,2017-04-01,271,0362,Vena iliaca
1.0,2017-04-18,2017-04-01,3402,0316,"Cor vitium, cyanotisch"
1.0,2017-04-18,2017-04-01,209,0301,Overige afwijkingen binoculaire functie
1.0,2017-04-18,2017-04-01,802,0303,Congenitale capillaire vaatmalformatie
1.0,2017-04-18,2017-04-01,2535,0328,Cavo/Pulmonale connectie part./totaal
1.0,2017-04-18,2017-04-01,71,0306,Urethrastrictuur
1.0,2017-04-18,2017-04-01,83,0306,Overige blaaspathologie
1.0,2017-04-18,2017-04-01,V33,0307,Prenatale diagnostiek geavanceerd ultrageluidonderzoek I
1.0,2017-04-18,2017-04-01,Z26,0307,Begeleiding graviditeit in verband met meerlingzwangerschap met >= 3 kinderen
1.0,2017-04-18,2017-04-01,709,0324,Hernia nuclei pulposi
1.0,2017-04-18,2017-04-01,1902,0322,Slaapaandoeningen waarvoor polygrafie
1.0,2017-04-18,2017-04-01,C35,0327,CVA klasse 5
1.0,2017-04-18,2017-04-01,33,0306,A-(hypo-)contractiele blaas
1.0,2017-04-18,2017-04-01,0115,0327,Overige aandoening onderste extremiteit
1.0,2017-04-18,2017-04-01,V41,0307,Begeleiding graviditeit in tweede lijn
1.0,2017-04-18,2017-04-01,7907,0316,Niertransplantatietraject ontvanger
1.0,2017-04-18,2017-04-01,231,0335,Aandoeningen bloed en bloedvormende organen
1.0,2017-04-18,2017-04-01,908,0318,Pulmonologie
1.0,2017-04-18,2017-04-01,0699,0330,Overige paroxysmale afwijkingen
1.0,2017-04-18,2017-04-01,2790,0328,AVR + Ascendens + MPL +/- TPL
1.0,2017-04-18,2017-04-01,2460,0328,Reanimatie met ECC +/- korte termijn steunhart
1.0,2017-04-18,2017-04-01,1920,0305,Osteomyelitis onderbeen
1.0,2017-04-18,2017-04-01,094,0313,Collaps e.c.i. (analyse collaps anders dan in het kader van ouderengeneeskunde zie code 005)
1.0,2017-04-18,2017-04-01,7608,0316,Bedreigde ontwikkeling kind
1.0,2017-04-18,2017-04-01,0911,0327,Intercollegiaal consult
1.0,2017-04-18,2017-04-01,042,0306,Prostaatontsteking/abces
1.0,2017-04-18,2017-04-01,092,0306,Lymfnodi peniscarcinoom
1.0,2017-04-18,2017-04-01,18,0306,Hydronefrose overig
1.0,2017-04-18,2017-04-01,2202,0322,Begeleiding hartlongtransplantatie
1.0,2017-04-18,2017-04-01,C47,0327,NAH klasse 7
1.0,2017-04-18,2017-04-01,K15,0307,Overige complicaties na partus uit derde lijn met nazorg en nacontrole
1.0,2017-04-18,2017-04-01,309,0303,COPD
1.0,2017-04-18,2017-04-01,1120,0305,Benigne skelet
1.0,2017-04-18,2017-04-01,066,0304,Lipofilling FG
1.0,2017-04-18,2017-04-01,59,0302,OSAS
1.0,2017-04-18,2017-04-01,333,0303,Maligne neoplasma colon (exclusief sigmoïd / rectum)
1.0,2017-04-18,2017-04-01,309,0301,Overige pathologie traanwegen
1.0,2017-04-18,2017-04-01,502,0301,Uveïtis anterior
1.0,2017-04-18,2017-04-01,503,0301,Uveïtis posterior / panuveïtis
1.0,2017-04-18,2017-04-01,201,0313,Hyperthyreoïdie nno
1.0,2017-04-18,2017-04-01,2342,0316,"tractus urogenitalis, ernstig"
1.0,2017-04-18,2017-04-01,192,0389,Abdominaal
1.0,2017-04-18,2017-04-01,1570,0328,Decorticatie
1.0,2017-04-18,2017-04-01,7708,0316,Status epilepticus
1.0,2017-04-18,2017-04-01,759,0301,Overige pathologie DRP
1.0,2017-04-18,2017-04-01,3026,0305,Calcaneus
1.0,2017-04-18,2017-04-01,031,0306,Blaassteen/corpus alienum
1.0,2017-04-18,2017-04-01,035,0306,Urge-incontinentie/OAB
1.0,2017-04-18,2017-04-01,2410,0328,Tricuspidaalklep plastiek/-vervanging (TPL)
1.0,2017-04-18,2017-04-01,211,0313,"Hypothyreoïdie, niet code 212"
1.0,2017-04-18,2017-04-01,7113,0316,Diabetes mellitus met chronische pomptherapie
1.0,2017-04-18,2017-04-01,G22,0307,Psychosomatisch te behandelen gynaecologische klachten
1.0,2017-04-18,2017-04-01,261,0313,Bijnierschorsinsufficiëntie/Addison
1.0,2017-04-18,2017-04-01,361,0304,Artrodese IG / MCP / CMC
1.0,2017-04-18,2017-04-01,05,0310,"Eczeem, constitutioneel"
1.0,2017-04-18,2017-04-01,284,0362,"Vena saphena magna, parva en convoluten"
1.0,2017-04-18,2017-04-01,5106,0316,Pectus carinatum / excavatum
1.0,2017-04-18,2017-04-01,343,0362,Blaas
1.0,2017-04-18,2017-04-01,3120,0328,Vals aneurysma lies
1.0,2017-04-18,2017-04-01,F14,0327,Brandwonden 2
1.0,2017-04-18,2017-04-01,1926,0305,Congenitale tibiadysplasie
1.0,2017-04-18,2017-04-01,2010,0305,Exostose voet
1.0,2017-04-18,2017-04-01,1750,0305,Congenitale dysplasie/luxatie
1.0,2017-04-18,2017-04-01,A32,0327,Aandoening arm/hand klasse 2
1.0,2017-04-18,2017-04-01,1360,0305,H.N.P. thoracale/lumbale wervelkolom
1.0,2017-04-18,2017-04-01,19,0306,Congenitale nierpathologie
1.0,2017-04-18,2017-04-01,C99,0327,Overige hersenaandoeningen
1.0,2017-04-18,2017-04-01,D16,0327,Neurologische aand. klasse 6
1.0,2017-04-18,2017-04-01,526,0313,"Systemische vasculitis (PAN, Wegener, Churg Strauss)"
1.0,2017-04-18,2017-04-01,062,0304,"Liposuctie armen, bovenbenen heupen, trochanteren, billen, knieen, onderbenen"
1.0,2017-04-18,2017-04-01,114,0362,Arteria vertebralis
1.0,2017-04-18,2017-04-01,1605,0308,"Schedelbasisplastiek, inclusief chirurgie voor liquorrhoe"
1.0,2017-04-18,2017-04-01,1101,0322,Diagnose n.n.o.
1.0,2017-04-18,2017-04-01,1106,0322,Moeheid
1.0,2017-04-18,2017-04-01,100,0389,Pijn bij maligniteit
1.0,2017-04-18,2017-04-01,944,0313,Hepatitis B/C
1.0,2017-04-18,2017-04-01,3523,0316,Syncope / collaps / niet-epileptische aanvallen
1.0,2017-04-18,2017-04-01,188,0362,Arteria iliaca communis + arteria iliaca externa
1.0,2017-04-18,2017-04-01,324,0304,"Reinsertie volaire plaat, herstel collaterale banden"
1.0,2017-04-18,2017-04-01,3016,0305,Falangen van de hand
1.0,2017-04-18,2017-04-01,0302,0330,Enzym-deficiënties
1.0,2017-04-18,2017-04-01,2311,0308,Trauma wervelkolom: operatieve behandeling inclusief instrumentatie c.q. spondylodese
1.0,2017-04-18,2017-04-01,236,0303,Calcaneus
1.0,2017-04-18,2017-04-01,G21,0307,PMS / PND
1.0,2017-04-18,2017-04-01,445,0304,(hemi)Resectie distale ulna / Sauvé-Kapandji procedure
1.0,2017-04-18,2017-04-01,14,0302,Chronische otitis media
1.0,2017-04-18,2017-04-01,1560,0305,Epicondylitis lateralis/medialis
1.0,2017-04-18,2017-04-01,26,0310,Verrucae
1.0,2017-04-18,2017-04-01,M13,0307,Maligniteit cervix
1.0,2017-04-18,2017-04-01,11,0320,acuut myocardinfarct (q/non-q) elders
1.0,2017-04-18,2017-04-01,1875,0305,Flexiecontractuur knie
1.0,2017-04-18,2017-04-01,2080,0305,Pes calcaneus primair of secundair
1.0,2017-04-18,2017-04-01,1601,0322,Interstitiële aandoeningen
1.0,2017-04-18,2017-04-01,A41,0327,Aandoening been/voet klasse 1
1.0,2017-04-18,2017-04-01,170,0306,Overige congenitale urethrapathologie
1.0,2017-04-18,2017-04-01,36,0306,Enuresis nocturna
1.0,2017-04-18,2017-04-01,307,0324,Poly- / Dermatomyositis
1.0,2017-04-18,2017-04-01,401,0324,Axiaal (wervelkolom)
1.0,2017-04-18,2017-04-01,076,0313,Niertransplantatietraject ontvanger
1.0,2017-04-18,2017-04-01,762,0318,Darmtransplantatietraject donor
1.0,2017-04-18,2017-04-01,1150,0305,Maligne weke delen
1.0,2017-04-18,2017-04-01,226,0304,Tepel(hof) reconstr. chirurgisch of tatouage/dermatografie per behandeling enkel of dubbelz.
1.0,2017-04-18,2017-04-01,115,0318,overigen*
1.0,2017-04-18,2017-04-01,061,0389,Mechanisch thoracaal
1.0,2017-04-18,2017-04-01,348,0303,Neoplasma lever (inclusief metastase)
1.0,2017-04-18,2017-04-01,936,0313,Proctologische aandoening
1.0,2017-04-18,2017-04-01,024,0313,Analyse vergrote lymfeklier zonder diagnose
1.0,2017-04-18,2017-04-01,027,0313,screening pre-transplantatie donor excl. niertransplantaties
1.0,2017-04-18,2017-04-01,709,0303,Brandwonden in gespecialiseerd brandwondencentrum met 80-89 % lichaamsoppervlak aangedaan
1.0,2017-04-18,2017-04-01,3516,0316,Perifere zenuwaandoeningen (ook obstetrisch)
1.0,2017-04-18,2017-04-01,409,0318,Coeliakie
1.0,2017-04-18,2017-04-01,023,0304,"Herstel defect w.o. in FG >3% of sluiten defect met axiale lap transp., incl. evt. verw. TE"
1.0,2017-04-18,2017-04-01,231,0313,Hyperparathyreoïdie
1.0,2017-04-18,2017-04-01,F12,0307,Oriënterend fertiliteitsonderzoek / basale behandeling man
1.0,2017-04-18,2017-04-01,0499,0330,Overige psychische stoornissen
1.0,2017-04-18,2017-04-01,9909,0330,"Neurologie, niet elders classificeerbaar"
1.0,2017-04-18,2017-04-01,221,0303,Tibiaplateau
1.0,2017-04-18,2017-04-01,224,0303,Enkel
1.0,2017-04-18,2017-04-01,82,0320,hartteam bespreking
1.0,2017-04-18,2017-04-01,713,0318,Metabole leverziekten
1.0,2017-04-18,2017-04-01,331,0303,Maligne neoplasma galblaas
1.0,2017-04-18,2017-04-01,1602,0305,Arthritis/osteomyelitis hand/pols
1.0,2017-04-18,2017-04-01,2104,0316,necrotiserende enterocolitis
1.0,2017-04-18,2017-04-01,015,0389,Atypische gelaatspijn
1.0,2017-04-18,2017-04-01,124,0362,Arteria brachialis
1.0,2017-04-18,2017-04-01,1680,0305,Multipele reumatische afwijkingen
1.0,2017-04-18,2017-04-01,016,0313,Analyse macrosopisch bloedverlies tractus digestivus zonder diagnose
1.0,2017-04-18,2017-04-01,0823,0330,Nervus VII
1.0,2017-04-18,2017-04-01,042,0389,Neurogeen cervicaal
1.0,2017-04-18,2017-04-01,327,0313,chronische hemodialyse in een zelfstandig dialysecentrum
1.0,2017-04-18,2017-04-01,133,0304,"Correctie ptosis palpebrae, levator platiek of frontalis suspensie"
1.0,2017-04-18,2017-04-01,321,0304,"Enkelvoudige fractuur, luxatie, waarvoor K-draad fixatie"
1.0,2017-04-18,2017-04-01,3518,0316,Retardatie (motorisch)
1.0,2017-04-18,2017-04-01,3524,0316,"Trauma capitis (commotio, contusio)"
1.0,2017-04-18,2017-04-01,111,0362,Arteria carotis communis
1.0,2017-04-18,2017-04-01,3302,0316,Appendicitis / appendiculair infiltraat
1.0,2017-04-18,2017-04-01,381,0304,Selectieve fasciectomie evt met transpositie of transplantatie 1 straal
1.0,2017-04-18,2017-04-01,2210,0328,Drainage pericard
1.0,2017-04-18,2017-04-01,12,0310,Haar- en nagelafwijkingen
1.0,2017-04-18,2017-04-01,305,0362,Hals
1.0,2017-04-18,2017-04-01,2550,0308,Lumbosacrale discotomie enkelvoudig
1.0,2017-04-18,2017-04-01,8907,0316,Halscyste
1.0,2017-04-18,2017-04-01,604,0313,niet-atopische aandoening van de luchtwegen
1.0,2017-04-18,2017-04-01,7610,0316,Leerstoornissen
1.0,2017-04-18,2017-04-01,2025,0328,Cor triatriatum
1.0,2017-04-18,2017-04-01,2065,0305,Diabetische voet
1.0,2017-04-18,2017-04-01,Z22,0307,Begeleiding graviditeit in verband met foetale groeivertraging met gewicht < 1250 gr
1.0,2017-04-18,2017-04-01,717,0324,Reflexdystrofie / Sympatische Dystrofie
1.0,2017-04-18,2017-04-01,3203,0316,Atopisch syndroom (longen en huid en KNO)
1.0,2017-04-18,2017-04-01,1802,0305,Arthritis knie
1.0,2017-04-18,2017-04-01,1404,0322,Bronchiëctasieën
1.0,2017-04-18,2017-04-01,1521,0322,Infecties met Non Tuberculeuze Mycobacteriën
1.0,2017-04-18,2017-04-01,720,0324,Psoriasis
1.0,2017-04-18,2017-04-01,A52,0327,Aandoening bindw./gewricht. klasse 2
1.0,2017-04-18,2017-04-01,11,0306,Niersteen
1.0,2017-04-18,2017-04-01,L1,0326,Geneesmiddelovergevoeligheid niet anafylaxie/eczeem/urticaria/angioedeem
1.0,2017-04-18,2017-04-01,1402,0305,Arthritis/osteomyelitis schoudergordel/bovenarm
1.0,2017-04-18,2017-04-01,314,0324,Erythema nodosum
1.0,2017-04-18,2017-04-01,D11,0327,Neurologische aand. klasse 1
1.0,2017-04-18,2017-04-01,V11,0307,Verloskundig adviesconsult (max. 2 consulten)
1.0,2017-04-18,2017-04-01,219,0303,Femur overig
1.0,2017-04-18,2017-04-01,247,0313,Gonadale dysfunctie
1.0,2017-04-18,2017-04-01,3324,0316,Refluxoesofagitis
1.0,2017-04-18,2017-04-01,225,0304,Microchirurgische vrije lap reconstructie
1.0,2017-04-18,2017-04-01,02,0310,Allergologisch probleem
1.0,2017-04-18,2017-04-01,7406,0316,"Vasculaire afwijkingen (oa. hemangioom, naevus flammeus)"
1.0,2017-04-18,2017-04-01,07,0320,onstabiele / progressieve AP
1.0,2017-04-18,2017-04-01,03,0329,Psychische stoornissen door een somatische aandoening
1.0,2017-04-18,2017-04-01,08,0329,Somatoforme stoornissen
1.0,2017-04-18,2017-04-01,62,0306,Ontsteking testis/epididymis
1.0,2017-04-18,2017-04-01,1804,0305,Corpus liberum knie
1.0,2017-04-18,2017-04-01,2055,0305,Hallux rigidus
1.0,2017-04-18,2017-04-01,2060,0305,Standafwijking overige tenen
1.0,2017-04-18,2017-04-01,360,0303,Metastase bot
